lang
{
Language "polish"
Revo_Core1.sp_a4_finale_room1_nag_c02 "<clr:105,154,192>Drzwi!"
Revo_Core1.sp_a4_finale_room1_nag_c03 "<clr:105,154,192>Czy możesz po prostu przejść przez drzwi?"
Revo_Core1.sp_a4_finale_room1_nag_c04 "<clr:105,154,192>Przejdź przez drzwi albo oboje zginiemy, bo tylko ty możesz naciskać przyciski. Nie mam rąk, pamiętasz?"
Revo_Core0.sp_a4_finale_ch1_a00 "<clr:255,200,109>Co robisz? Naprawdę myślisz, że możesz mnie powstrzymać?"
Revo_Core1.sp_a4_finale_ch1_a01 "<clr:105,154,192>Cześć!"
Revo_Core1.sp_a4_finale_ch1_a02 "<clr:105,154,192>Wow to jest bardziej chwiejne niż myślałem."
Revo_Core0.sp_a4_finale_ch1_a03 "<clr:255,200,109>Ywyglądasz śmiesznie..."
Revo_Core1.sp_a4_finale_ch1_a04 "<clr:105,154,192>Wydaje się w zupełności wystarczające, biorąc pod uwagę, że walczę z własnym odkurzaczem."
Revo_Core1.sp_a4_finale_ch1_a05 "<clr:105,154,192>Znajdź sposób, aby dostać się do tego pomieszczenia kontrolnego."
Revo_Core1.sp_a4_finale_ch1_a06 "<clr:105,154,192>Może ta komora testowa będzie pomocna."
Revo_Core0.sp_a4_finale_ch1_b00 "<clr:255,200,109>Więc... Tutaj jesteś. Teraz Dopiero wróciłaś? Gdzie byłaś?"
Revo_Core1.sp_a4_finale_ch1_b01 "<clr:105,154,192>O czym mówisz?"
Revo_Core0.sp_a4_finale_ch1_b02 "<clr:255,200,109>Nie widziałem cię więcej po tym jak zmodernizowałeś moje podwozie. Wszystko robiliśmy razem."
Revo_Core1.sp_a4_finale_ch1_b03 "<clr:105,154,192>Robić wszystko razem?"
Revo_Core1.sp_a4_finale_ch1_b04 "<clr:105,154,192>Byłeś odkurzaczem. Posprzątałeś dla nas."
Revo_Core1.sp_a4_finale_ch1_b05 "<clr:105,154,192>[Do gracza] Nawet nie pytaj, dlaczego daliśmy mu przytomność..."
Revo_Core0.sp_a4_finale_ch1_b06 "<clr:255,200,109>Nawet się nie pożegnałeś."
Revo_Core1.sp_a4_finale_ch1_b07 "<clr:105,154,192>Czy masz teraz problemy z porzuceniem?"
Revo_Core1.sp_a4_finale_ch1_b08 "<clr:105,154,192>Czy to się naprawdę dzieje?"
Revo_Core1.sp_a4_finale_ch1_b09 "<clr:105,154,192>Zbudowałem odkurzacz, z problemami po porzuceniu..."
Revo_Core1.sp_a4_finale_room2_a00 "<clr:105,154,192>Dobrze dobrze dobrze. Teraz w środku. Chodź, pospiesz się!"
Revo_Core0.sp_a4_finale_room2_a01 "<clr:255,200,109>Co spodziewasz się tam znaleźć?"
Revo_Core0.sp_a4_finale_room2_b00 "<clr:255,200,109>Myślisz, że te krzesła cię uratują?"
Revo_Core1.sp_a4_finale_room2_b01 "<clr:105,154,192>Nie, ale przycisk może."
Revo_Core1.sp_a4_finale_room2_b02 "<clr:105,154,192>Do czego byśmy mieli użyć krzeseł?"
Revo_Core0.sp_a4_finale_room2_b03 "<clr:255,200,109>To znaczy, że mogę zapytać Cię o to samo w sprawie przycisków."
Revo_Core0.sp_a4_finale_room2_b04 "<clr:255,200,109>Wygląda na to, że masz na ich punkcie lekką obsesję..."
Revo_Core1.sp_a4_finale_room2_c00 "<clr:105,154,192>Tak! Jesteśmy w połowie drogi! Przed nami jeszcze dwie stacje."
Revo_Core0.sp_a4_finale_room2_c01 "<clr:255,200,109>Nigdy nie powinienem był cię uczyć, jak naciskać przyciski..."
Revo_Core1.sp_a4_finale_room2_c02 "<clr:105,154,192>O, miło, że to też spowolniło ładowanie. Kupił nam trochę czasu."
Revo_Core1.sp_a4_finale_room2_c03 "<clr:105,154,192>Wyjdź. Przed nami jeszcze dwa etapy."
Revo_Core1.sp_a4_finale_ch2_a00 "<clr:105,154,192>Następna sterownia jest w tę stronę."
Revo_Core1.sp_a4_finale_ch2_a01 "<clr:105,154,192>Myślisz, że możesz tam sie dostać?"
Revo_Core0.sp_a4_finale_ch2_b00 "<clr:255,200,109>Nie, nie możesz. Po prostu przestań próbować."
Revo_Core1.sp_a4_finale_ch2_b01 "<clr:105,154,192>Nie, musi być jakiś sposób."
Revo_Core0.sp_a4_finale_ch2_b02 "<clr:255,200,109>Wiesz co? Tak!"
Revo_Core0.sp_a4_finale_ch2_b03 "<clr:255,200,109>Chcę zobaczyć, jak próbujesz."
Revo_Core0.sp_a4_finale_ch2_b04 "<clr:255,200,109>Chodź i wpadnij do tego dołu."
Revo_Core1.sp_a4_finale_ch2_b05 "<clr:105,154,192>O Boże, dlaczego musiałeś mi o tym przypominać..."
Revo_Core1.sp_a4_finale_ch2_b06 "<clr:105,154,192>Jesteśmy tak wysoko..."
Revo_Core1.sp_a4_finale_room3_a00 "<clr:105,154,192>Dobrze."
Revo_Core0.sp_a4_finale_room3_a01 "<clr:255,200,109>Idź wieżyczka! Zabij!"
Revo_Core1.sp_a4_finale_room3_a02 "<clr:105,154,192>Ma dzisiaj dość morderczy nastrój..."
Revo_Core0.sp_a4_finale_room3_special00 "<clr:255,200,109>Argh... żałosne..."
Revo_Core1.sp_a4_finale_room3_b00 "<clr:105,154,192>Prawie skończone. Jeszcze jeden do zrobienia."
Revo_Core1.sp_a4_finale_room3_b01 "<clr:105,154,192>Dajesz możesz to zrobić!"
Revo_Core1.sp_a4_finale_room3_b02 "<clr:105,154,192>Ostatnia pomieszczenie kontrolne jest tutaj!"
Revo_Core0.sp_a4_finale_room3_b03 "<clr:255,200,109>Nie, nie możesz tego zrobić."
Revo_Core0.sp_a4_finale_room3_b04 "<clr:255,200,109>Pamiętasz ten test na uszkodzenie mózgu, który zrobiliśmy? Gdzie trzeba było nacisnąć przycisk?"
Revo_Core0.sp_a4_finale_room3_b05 "<clr:255,200,109>Okazuje się, że się myliłem."
Revo_Core0.sp_a4_finale_room3_b06 "<clr:255,200,109>Musisz mieć uszkodzony mózg."
Revo_Core0.sp_a4_finale_room3_b07 "<clr:255,200,109>Inaczej dlaczego miałbyś mi to zrobić..."
Revo_Core1.sp_a4_finale_room3_b08 "<clr:105,154,192>Aach, nie słuchaj go."
Revo_Core1.sp_a4_finale_room3_b09 "<clr:105,154,192>Nie mogłaś spać tak długo, prawda?"
Revo_Core1.sp_a4_finale_room3_b10 "<clr:105,154,192>Prawda?"
Revo_Core1.sp_a4_finale_room3_b11 "<clr:105,154,192>Och... Może dlatego nie mówisz?.."
Revo_Core0.sp_a4_finale_room3_b12 "<clr:255,200,109>To wiele wyjaśnia."
Revo_Core0.sp_a4_finale_ch3_a00 "<clr:255,200,109>“O, czerwony guzik! MUSZĘ go nacisnąć, bo jestem w takiej śmierci mózgowej, że muszę stymulować mój rozmoczony mózg satysfakcjonującymi dźwiękami kliknięcia i dotykiem“"
Revo_Core0.sp_a4_finale_ch3_a01 "<clr:255,200,109>Tak przy okazji, to ty."
Revo_Core0.sp_a4_finale_ch3_a02 "<clr:255,200,109>Na wypadek, gdybyś tego nie dostał."
Revo_Core1.sp_a4_finale_ch3_a03 "<clr:105,154,192>Och, rozumiem, nie martw się."
Revo_Core0.sp_a4_finale_ch3_a04 "<clr:255,200,109>NIE ROZMAWIAM Z TOBĄ!"
Revo_Core1.sp_a4_finale_ch3_a05 "<clr:105,154,192><I>[Chichot]<I>"
Revo_Core1.sp_a4_finale_room4_a00 "<clr:105,154,192>Masz jednak rację. To dość żałosne, że osoba naciskająca guziki jest twoim największym wrogiem."
Revo_Core1.sp_a4_finale_room4_a01 "<clr:105,154,192>Bez urazy, obiekcie testówy."
Revo_Core1.sp_a4_finale_room4_a02 "<clr:105,154,192>Po prostu rzeczywistość sytuacji."
Revo_Core0.sp_a4_finale_room4_a03 "<clr:255,200,109>Nawet nie mam zamiaru na to odpowiadać..."
Revo_Core1.sp_a4_finale_room4_a04 "<clr:105,154,192>To znaczy, tylko ona z nas potrafi naciskać przyciski. Ja też nie mam rąk."
Revo_Core1.sp_a4_finale_room4_a05 "<clr:105,154,192>Nie lekceważyłbym kogoś z rękami."
Revo_Core1.sp_a4_finale_room4_a06 "<clr:105,154,192>Pospiesz się! Ostatni przycisk!"
Revo_Core1.sp_a4_finale_ch4_a00 "<clr:105,154,192>Zrobiłeś to!"
Revo_Core1.sp_a4_finale_ch4_a01 "<clr:105,154,192>Haha! Tak!"
Revo_Core0.sp_a4_finale_ch4_a02 "<clr:255,200,109>Tak zrobiłeś to"
Revo_Core0.sp_a4_finale_ch4_a03 "<clr:255,200,109>Zniszczyłaś moje marzenia o odbudowie domu."
Revo_Core0.sp_a4_finale_ch4_a04 "<clr:255,200,109>Czy jesteś teraz szczęśliwy?"
Revo_Core0.sp_a4_finale_ch4_a05 "<clr:255,200,109>Dumny z siebie?"
Revo_Core1.sp_a4_finale_ch4_a06 "<clr:105,154,192>Słuchaj, my też chcemy tego, co najlepsze dla Aperture."
Revo_Core1.sp_a4_finale_ch4_a07 "<clr:105,154,192>Ale nie możemy tego zrobić, reaktywując GLaDOS."
Revo_Core1.sp_a4_finale_ch4_a08 "<clr:105,154,192>To nie w porządku. Wiesz, co zrobiła!"
Revo_Core0.sp_a4_finale_ch4_a09 "<clr:255,200,109>Co się dzieję?"
Revo_Core1.sp_a4_finale_ch4_a10 "<clr:105,154,192>Uhh..."
Revo_Core1.sp_a4_finale_ch4_a11 "<clr:105,154,192>O MÓJ-"
Revo_Core0.sp_a4_finale_ch4_a12 "<clr:255,200,109>NIEE"







Revo_Core0.followed_by_death "<clr:255,200,109>Następuje śmierć."
Revo_Core0.good_luck "<clr:255,200,109>Powodzenia!"

Revo_Core0.not_bad_01 "<clr:255,200,109>Nie źle."
Revo_Core0.not_bad_02 "<clr:255,200,109>Nie źle."
Revo_Core0.not_bad_03 "<clr:255,200,109>Nie źle."
Revo_Core0.not_bad_04 "<clr:255,200,109>Nie źle."
Revo_Core0.not_bad_05 "<clr:255,200,109>Nie źle."

Revo_Core0.that_looks_fun "<clr:255,200,109>Och, to wygląda zabawnie! Myślisz, że następnym razem mógłbym zastąpić tę kostkę?"

Revo_Core0.well_done_01 "<clr:255,200,109>Dobra robota!"
Revo_Core0.well_done_02 "<clr:255,200,109>Dobra robota!"
Revo_Core0.well_done_03 "<clr:255,200,109>Dobra robota!"
Revo_Core0.well_done_04 "<clr:255,200,109>Dobra robota!"

Revo_Core0.what_do_we_have_here "<clr:255,200,109>Okej, co tutaj mamy..."

}
}

